-3.436200-1 1.718200-1-1.970900-5 4.851500-7 4.93270-11-4.79730-11 228 4  2   34
 0.000000+0 7.000000+5          0          0          6          0 228 4  2   35
-2.974900-1 1.819800-1-2.059800-5 5.507100-7 4.49510-11-4.81990-11 228 4  2   36
 0.000000+0 7.750000+5          0          0          6          0 228 4  2   37
-2.248600-1 1.923800-1-2.085700-5 6.255500-7 3.64860-11-4.73900-11 228 4  2   38
 0.000000+0 8.500000+5          0          0          6          0 228 4  2   39
-1.538600-1 1.978500-1-1.993200-5 6.647600-7 2.56280-11-4.55770-11 228 4  2   40
 0.000000+0 9.250000+5          0          0          6          0 228 4  2   41
-8.832100-2 1.995400-1-1.801400-5 6.635100-7 1.13750-11-4.31050-11 228 4  2   42
 0.000000+0 1.000000+6          0          0          6          0 228 4  2   43
-2.994700-2 1.985100-1-1.531000-5 6.198500-7-8.25380-12-4.01820-11 228 4  2   44
 0.000000+0 1.075000+6          0          0          6          0 228 4  2   45
 2.091800-2 1.956300-1-1.201400-5 5.335600-7-3.61300-11-3.68810-11 228 4  2   46
 0.000000+0 1.175000+6          0          0          6          0 228 4  2   47
 7.777100-2 1.900100-1-6.974500-6 3.537300-7-9.26110-11-3.17990-11 228 4  2   48
 0.000000+0 1.275000+6          0          0          6          0 228 4  2   49
 1.236900-1 1.833000-1-1.473600-6 1.031600-7-1.81190-10-2.55590-11 228 4  2   50
 0.000000+0 1.400000+6          0          0          6          0 228 4  2   51
 1.686000-1 1.744000-1 5.710700-6-3.026300-7-3.56860-10-1.49900-11 228 4  2   52
 0.000000+0 1.550000+6          0          0          6          0 228 4  2   53
 2.084800-1 1.639100-1 1.437500-5-9.117400-7-7.02210-10 4.64710-12 228 4  2   54
 0.000000+0 1.700000+6          0          0          6          0 228 4  2   55
 2.372300-1 1.542600-1 2.273600-5-1.635300-6-1.249600-9 3.69750-11 228 4  2   56
 0.000000+0 1.850000+6          0          0          6          0 228 4  2   57
 2.580800-1 1.457400-1 3.054000-5-2.451400-6-2.063500-9 8.94170-11 228 4  2   58
 0.000000+0 2.050000+6          0          0          6          0 228 4  2   59
 2.774500-1 1.363700-1 3.980200-5-3.644300-6-3.683000-9 2.08110-10 228 4  2   60
 0.000000+0 2.250000+6          0          0          6          0 228 4  2   61
 2.905000-1 1.293400-1 4.756200-5-4.908000-6-6.066300-9 4.12060-10 228 4  2   62
 0.000000+0 2.500000+6          0          0          6          0 228 4  2   63
 3.015300-1 1.237100-1 5.504100-5-6.515500-6-1.036400-8 8.52760-10 228 4  2   64
 0.000000+0 2.750000+6          0          0          6          0 228 4  2   65
 3.093900-1 1.213100-1 6.012600-5-8.090700-6-1.638100-8 1.605700-9 228 4  2   66
 0.000000+0 3.000000+6          0          0          6          0 228 4  2   67
 3.158300-1 1.216700-1 6.302800-5-9.598400-6-2.431400-8 2.820600-9 228 4  2   68
 0.000000+0 3.400000+6          0          0          6          0 228 4  2   69
 3.255000-1 1.267200-1 6.376500-5-1.188100-5-4.113600-8 6.234500-9 228 4  2   70
 0.000000+0 4.100000+6          0          0          6          0 228 4  2   71
 3.439100-1 1.431500-1 5.551300-5-1.592600-5-8.010900-8 1.992300-8 228 4  2   72
 0.000000+0 5.300000+6          0          0          6          0 228 4  2   73
 3.775700-1 1.746400-1 1.468100-5-2.517600-5-1.131700-7 9.605900-8 228 4  2   74
 0.000000+0 6.100000+6          0          0          6          0 228 4  2   75
 3.974700-1 1.914400-1-3.193900-5-3.272100-5 2.416500-8 2.269100-7 228 4  2   76
 0.000000+0 6.900000+6          0          0          6          0 228 4  2   77
 4.140500-1 2.042700-1-9.025700-5-3.903300-5 5.314900-7 4.819600-7 228 4  2   78
 0.000000+0 7.700000+6          0          0          6          0 228 4  2   79
 4.274500-1 2.138400-1-1.511800-4-4.067700-5 1.790800-6 9.416500-7 228 4  2   80
 0.000000+0 8.600000+6          0          0          6          0 228 4  2   81
 4.393500-1 2.217300-1-2.053200-4-3.145200-5 4.864000-6 1.846100-6 228 4  2   82
 0.000000+0 9.600000+6          0          0          6          0 228 4  2   83
 4.495000-1 2.280000-1-2.167400-4 1.419200-6 1.188000-5 3.597300-6 228 4  2   84
 0.000000+0 1.070000+7          0          0          6          0 228 4  2   85
 4.579100-1 2.329000-1-1.195900-4 7.921200-5 2.705300-5 6.917600-6 228 4  2   86
 0.000000+0 1.200000+7          0          0          6          0 228 4  2   87
 4.653000-1 2.370400-1 2.325000-4 2.529400-4 6.189000-5 1.372500-5 228 4  2   88
 0.000000+0 1.350000+7          0          0          6          0 228 4  2   89
 4.716900-1 2.406800-1 1.109900-3 6.104400-4 1.399000-4 2.749900-5 228 4  2   90
 0.000000+0 1.540000+7          0          0          6          0 228 4  2   91
 4.781600-1 2.447900-1 3.239000-3 1.409200-3 3.358600-4 5.890600-5 228 4  2   92
 0.000000+0 1.810000+7          0          0          6          0 228 4  2   93
 4.869900-1 2.516700-1 8.890900-3 3.517900-3 9.317800-4 1.450700-4 228 4  2   94
 0.000000+0 2.000000+7          0          0          6          0 228 4  2   95
 4.940700-1 2.580700-1 1.504900-2 5.929000-3 1.687700-3 2.463500-4 228 4  2   96
 0.000000+0 0.000000+0          0          0          0          0 228 4  099999
 0.000000+0 0.000000+0          0          0          0          0 228 0  0    0
 0.000000+0 0.000000+0          0          0          0          0   0 0  0    0
 0.000000+0 0.000000+0          0          0          0          0  -1 0  0    0
